UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-1998-0014,1998-08-01,1998-08-10,10,severe floods,NA,"Barpeta, Cachar, Dhemaji, Dhubri, Jorhat and Nalbari",Assam,NA,NA,NA,NA,93,NA,NA,NA,93 persons died due to floods and landslides,"i)More than three million people affected ii)98,960 hectares of land including 25,840 hectares of crop-land affected iii)Extensive damage to crops reported iv)National Highway No. 39 submerged v)Road/Rail communication disrupted",IMD,NA
UEI-IMD-FL-1998-0015,1998-08-17,1998-08-20,4,moderate flood ,NA,"Barpeta, Dhemaji, Lakhimpur, Morigaon, Nalbari and Sonitpur",Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)National Highway No. 21 flooded ii)Tezpur central university closed iii)State cut off from rest of the country due to landslide iv)4 lakh people affected,IMD,NA
UEI-IMD-FL-1998-0016,1998-08-23,1998-08-23,1,flash flood,NA,Goalpara,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Doyang Hydro Electric Project flooded ii)Landslides reported iii)3 lakh people affected,IMD,NA
UEI-IMD-FL-1998-0017,1998-08-26,1998-08-26,1,flash flood,NA,Bongaingaon and Dhemaji,Assam,NA,NA,NA,NA,15,NA,NA,NA,15 persosns drowned in a boat accident,i)Large number of population affected ii)Flood situation remained grim,IMD,NA
UEI-IMD-FL-1998-0018,1998-08-31,1998-08-31,1,flash flood,NA,Dibrugarh,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)8 villages severely hit due to breaches in embankments ii)15 houses washed away,IMD,NA
UEI-IMD-FL-1998-0019,1998-09-01,1998-09-11,11,severe floods,NA,Entire State,Assam,NA,NA,NA,NA,129,NA,NA,5,i)78 people died due to flood and 51 due to landslides ii)5 deer died,"i)National Highway Nos 31, 37, 51 and 52 flooded, cutting off road communication ii)Many school buildings completely washed away iii)50 lakh population affected iv)2.47 lakh hectares of crop-land affected v)23,000 houses damaged",IMD,NA
UEI-IMD-FL-1998-0020,1998-09-14,1998-09-15,2,moderate flood ,NA,Darrang and Golaghat,Assam,NA,NA,NA,NA,1,NA,NA,NA,1 person died at Mangaldoi,i)Low lying areas submerged ii)Telephone poles uprooted,IMD,NA
UEI-IMD-FL-1998-0021,1998-07-18,1998-07-18,1,heavy rains,NA,Patna and Vaishali,Bihar,NA,NA,NA,NA,2,NA,NA,NA,1 woman and a child died due to house collapse in Mile village,NA,IMD,NA
UEI-IMD-FL-1998-0022,1998-08-01,1998-08-12,12,severe floods,NA,22 districts,Bihar,NA,NA,NA,NA,105,NA,NA,NA,105 persons died,i)Over 7 million people affected ii)Extensive damage to crops reported,IMD,NA
UEI-IMD-FL-1998-0023,1998-08-26,1998-09-09,15,severe floods,NA,28 districts,Bihar,NA,NA,NA,NA,181,NA,NA,NA,181 persons died due to flood and landslide,"i)7,600 villages affected and thousands of people became homeless ii)Extensive damage of crops and property reported",IMD,NA
UEI-IMD-FL-1998-0024,1998-07-05,1998-07-08,4,severe floods,NA,"Amreli, Banaskantha, Bharuch, Jamnagar, Junagadh, Surat, Surendranagar and valsad",Gujarat,NA,NA,NA,NA,14,NA,NA,NA,14 persons died,"i)7,000 people evacuated to relief camps ii)Big wall of Porbandar port washed away iii)everal villages submerged iv)Several roads in thr interior rural areas washed away",IMD,NA
UEI-IMD-FL-1998-0025,1998-09-15,1998-09-21,7,severe floods,NA,Ahmedabad and Surat,Gujarat,NA,NA,NA,NA,24,NA,NA,"2,900","i)24 persons died ii)2,900 cattle lost",i)1.5 lakh people evacuated ii)Life thrown out of gear in Surat,IMD,NA
UEI-IMD-FL-1998-0026,1998-10-03,1998-10-03,1,heavy rains,NA,Surat,Gujarat,NA,NA,NA,NA,2,NA,NA,NA,2 persons died,NA,IMD,NA
UEI-IMD-FL-1998-0027,1998-09-12,1998-09-12,1,heavy rains,NA,Kurukshetra,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy loss to crops reported,IMD,NA
UEI-IMD-FL-1998-0028,1998-10-02,1998-10-02,1,heavy rains,NA,Rohtak,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)36 vilages flooded ii)Standing crops damaged,IMD,NA
UEI-IMD-FL-1998-0029,1998-10-15,1998-10-15,1,heavy rains,NA,Jind,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)6 villages flooded ii)Crop over thousands of hectares destroyed,IMD,NA
UEI-IMD-FL-1998-0030,1998-03-05,1998-03-05,1,heavy rains,NA,Entire State,Himachal Pradesh,NA,NA,NA,NA,16,NA,NA,NA,16 persons died due to landslide,NA,IMD,NA
UEI-IMD-FL-1998-0031,1998-03-14,1998-03-14,1,heavy rains,NA,Entire State,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabi crop damaged,IMD,NA
UEI-IMD-FL-1998-0032,1998-08-20,1998-08-20,1,heavy rains,NA,Mandi,Himachal Pradesh,NA,NA,NA,NA,4,NA,NA,NA,4 persons buried alive,NA,IMD,NA
UEI-IMD-FL-1998-0033,1998-10-02,1998-10-02,1,heavy rains,NA,Mandi,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bilaspur-Mandi National Highway closed due to landslide,IMD,NA
UEI-IMD-FL-1998-0034,1998-10-17,1998-10-18,2,heavy rains,NA,Kangra abd Shimla,Himachal Pradesh,NA,NA,NA,NA,11,2,NA,NA,11 persons died and 2 injured,i)Rohtang Pass completely closed ii)Life in Northern region paralysed,IMD,NA
UEI-IMD-FL-1998-0035,1998-10-20,1998-10-20,1,heavy rains,NA,Kullu,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)2000 Bighas of land, 8 bridges and 3 to 4 km stretch of a road washed away ii)100 houses damaged ",IMD,NA
UEI-IMD-FL-1998-0036,1998-06-30,1998-06-30,1,heavy rains,NA,"Kodagu, Uttara Kannada, Dakshina Kannada",Karnataka,NA,NA,NA,NA,5,NA,NA,NA,"1 person swept away at Peraje, 4 members of a family buried alive under a hillock, when it collapsed due to heavy rains at Neerumarga in Mangalore taluka","Several low lying areas inundated , i)Landslides reported near Thethikallu village from where 16 families evacuated ii)Low lying areas inundated and many paddy field swept away iii)Many houses collapsed and more than one hundred partially damaged iv)A pump house and a well collapsed in Honavar taluka v)Big banyan trees, arecanut, coconut and jack fruit trees fell vi)Large number of electric and telephone poles uprooted disruptingpower supply and telecommunication links",IMD,NA
UEI-IMD-FL-1998-0037,1998-07-01,1998-07-01,1,flash flood,NA,Kodagu and Shimoga,Karnataka,NA,NA,NA,NA,6,NA,NA,1,i)5 persons washed away and an old woman died under a wall collapse in Kodagu district ii)An elephant washed away in Shimoga district ,i)A few houses collapsed/damaged ii)Many paddy fields inundated iii)Several roads/bridhges damaged,IMD,NA
UEI-IMD-FL-1998-0038,1998-07-04,1998-07-04,1,flash flood,NA,Dakshina Kannada,Karnataka,NA,NA,NA,NA,3,NA,NA,NA,i)2 persons washed away when a bridge on the river Dasikhan collapsed near Hosangodi and Siddapura ii)A person died due to electrocution at Palimaru when an electric wire snapped,NA,IMD,NA
UEI-IMD-FL-1998-0039,1998-07-20,1998-07-20,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,A 6-year old boy died when a wall collapsed upon him in Ulsoor areas of Bengaluru city,NA,IMD,NA
UEI-IMD-FL-1998-0040,1998-07-23,1998-07-23,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)A few houses collapsed and trees uprooted ii)Low lying areas flooded and waterlogged,IMD,NA
UEI-IMD-FL-1998-0041,1998-07-24,1998-07-24,1,flash flood,NA,Uttara Kannada,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,A few livestock washed away,i)Siddapura and Honavar talukas affected ii)15 villages marooned iii)Several houses waterlogged. 38 houses completely collapsed and 178 houses partially damaged iv)Thousands of people evacuated to safer places v)Damage to property and agriculture including arecanut and coconut reported,IMD,NA
UEI-IMD-FL-1998-0042,1998-07-31,1998-07-31,1,flash flood,NA,Chikmagalur,Karnataka,NA,NA,NA,NA,3,NA,NA,NA,A person washed away and two agricultural labourers died in Mudigere taluka,NA,IMD,NA
UEI-IMD-FL-1998-0043,1998-08-01,1998-08-01,1,flash flood,NA,Dakshina Kannada,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,A man washed away while passing over the bridge at Puttur,NA,IMD,NA
UEI-IMD-FL-1998-0044,1998-08-02,1998-08-02,1,flash flood,NA,Dakshina Kannada,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,A 3-year old child washed away in a canal at Golithady,NA,IMD,NA
UEI-IMD-FL-1998-0045,1998-08-04,1998-08-04,1,flash flood,NA,Bengaluru,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,1 persons washed away in the river near Nagarabhavi area of the Bengaluru city,"i)Bengaluru city areas affected inundating low lying areas ii)Several roadside trees in Ulsoor, Chamarajpet, Sheshadri road and Nagarabhavi areas uprooted, disrupting traffic. Many electric poles also uprooted iii)About 10 houses collapsed",IMD,NA
UEI-IMD-FL-1998-0046,1998-08-15,1998-08-15,1,heavy  rains,NA,"Dharwad , Kolar",Karnataka,NA,NA,NA,NA,2,NA,NA,NA,2 children die under a collapsed bus shelter at Hubli,i)Low lying areas inundated ii)A few houses collapsed,IMD,NA
UEI-IMD-FL-1998-0047,1998-08-19,1998-08-19,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low lying areas inundated, water entered into the shops, bookstalls and telephone booths damaging them heavily",IMD,NA
UEI-IMD-FL-1998-0048,1998-08-25,1998-08-25,1,heavy rains,NA,Gulbarga,Karnataka,NA,NA,NA,NA,2,NA,NA,NA,2 persons died under a wall when it collapsed followinh heavy rains at Afzalpura,Damages to roads and bridges reported,IMD,NA
UEI-IMD-FL-1998-0049,1998-08-16,1998-08-16,1,heavy rains,NA,Dharwad,Karnataka,NA,NA,NA,NA,2,1,NA,NA,1 person died and a woman and a child injured under a collapsed house at Gajendrgad,NA,IMD,NA
UEI-IMD-FL-1998-0050,1998-09-02,1998-09-02,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,1,1,NA,NA,1 woman died and a girl injured under a collapsed house following heavy rains in the Bengaluru city,NA,IMD,NA
UEI-IMD-FL-1998-0051,1998-09-21,1998-09-21,1,heavy rains,NA,"Bidar, Gulbarga",Karnataka,NA,NA,NA,NA,2,7,NA,NA,"1 person died at Nagarda village in Chincholi taluka , A 7-year old girl died due to house collapse while 7 other sustained seriously injuries at Hesaragundagi in Afzalpur taluka",NA,IMD,NA
UEI-IMD-FL-1998-0052,1998-09-23,1998-09-23,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,1,2,NA,NA,A 70 year old man died and two other injured in a wall collapse in the Bengaluru city,"i)A few houses damaged ii)A few trees uprooted, traffic disrupted",IMD,NA
UEI-IMD-FL-1998-0053,1998-09-15,1998-09-21,7,heavy rains,NA,Gulbarga,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cereals, pulses, groundnut, sugarcane in lakhs of hectares damaged",IMD,NA
UEI-IMD-FL-1998-0054,1998-10-01,1998-10-14,14,heavy rains,NA,Entire State,Karnataka,NA,NA,NA,NA,198,34,NA,947,i)198 persons died and 34 other injured ii)947 livestock perished,"i)14,515 houses fully and 41,958 partially damaged ii)Major and minor crop including cotton, sunflower and onion in several thousand hectares affected iii)Extensive loss to public and private property reported iv)Road stretching about 1055 km damaged v)Some two-wheelers damaged and a car completely crushed under uprooted trees in Bengaluru city and another Maruti car completely crushed due to wall collapse in Chincholi town vi)One canal in Narayanpura village and a tank in Shimoga district breached and another tank named Dodda ranganath tank in Kollegala town flooded",IMD,NA
UEI-IMD-FL-1998-0055,1998-05-15,1998-05-15,1,heavy rains,NA,Thiruvananthapuram,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,Widespread damaged to houses and trees reported,IMD,NA
UEI-IMD-FL-1998-0056,1998-06-28,1998-06-28,1,heavy rains,NA,Idukki,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Widespread damaged to houses, trees, crops and also to telegraphic and electric poles reported",IMD,NA
UEI-IMD-FL-1998-0057,1998-07-02,1998-07-06,5,heavy rains,NA,"Idukki, Kasaragode, Kottayam, Malappuram, Palakkad, Thiruvananthapuram and Waynad",Kerala,NA,NA,NA,NA,45,NA,NA,NA,45 people died,"Widespread damaged to houses, trees, electric lines and rubber plantation",IMD,NA
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,4,heavy rains,NA,"Ernakulam, Idukki, Malappuram, Pathanamthitta and Thrissur",Kerala,NA,NA,NA,NA,5,NA,NA,NA,4 persons and 1 child died,Several houses damaged,IMD,NA
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8,severe floods,NA,"Kollam, Kottayam, Kozhikode, Malappuram, Pathanamthitta, Thiruvananthapuram and Waynad",Kerala,NA,NA,NA,NA,44,NA,NA,NA,44 persons died,i)Widespread loss to crops reported ii)One bridge damaged in Kollam iii)1039 houses damaged iv)Property worth crores of rupees damaged,IMD,NA
UEI-IMD-FL-1998-0060,1998-11-01,1998-11-05,5,heavy rains,NA,Idukki and Thiruvananthapuram,Kerala,NA,NA,NA,NA,NA,3,NA,NA,3 persons injured in landslide,i)45 houses fully and 154 partially damaged due to landslides ii)Widespread loss to crops reported iii)Train service between Nagarcoil and Thiruvananthapuram dislocated,IMD,NA
UEI-IMD-FL-1998-0061,1998-11-11,1998-11-12,2,heavy rains,NA,Palakkad and Pathanamthitta,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few houses and one bridge damaged,IMD,NA
UEI-IMD-FL-1998-0062,1998-09-11,1998-09-11,1,heavy rains,NA,Raigarh,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Paddy crop damaged ii)Loss of property reported,IMD,NA
UEI-IMD-FL-1998-0063,1998-09-14,1998-09-15,2,heavy rains,NA,"Betul, Chhindwara, East Nimar and Hoshangabad",Madhya Pradesh,NA,NA,NA,NA,4,NA,NA,NA,3 children and 1 persons died in house collapsed,NA,IMD,NA
UEI-IMD-FL-1998-0064,1998-09-17,1998-09-17,1,heavy rains,NA,Shahdol,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Several houses collapsed at Amarkantak ii)Loss of property reported,IMD,NA
UEI-IMD-FL-1998-0065,1998-01-12,1998-01-12,1,heavy rains,NA,Nashik,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production of Rangda variety of Onion reduced to 40%,IMD,NA
UEI-IMD-FL-1998-0066,1998-01-21,1998-01-21,1,heavy rains,NA,Vidarbha region,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Production of orange crop dropped down from 1.48 lakh tonnes to 1.17 lakh tonnes ii)Jowar and wheat crop over 33,000 hectares destroyed",IMD,NA
UEI-IMD-FL-1998-0067,1998-06-08,1998-06-08,1,heavy rains,NA,Thane,Maharastra,NA,NA,NA,NA,NA,2,NA,NA,2 persons injured,Several trees uprooted,IMD,NA
UEI-IMD-FL-1998-0068,1998-06-09,1998-06-09,1,heavy rains,NA,Thane,Maharastra,NA,NA,NA,NA,1,4,NA,NA,1 person died and 4 injured at Murbad,Many houses collapsed,IMD,NA
UEI-IMD-FL-1998-0069,1998-06-10,1998-06-10,1,heavy rains,NA,Ratnagiri,Maharastra,NA,NA,NA,NA,NA,5,NA,NA,5 persons injured,Several trees uprooted and a few houses collapsed,IMD,NA
UEI-IMD-FL-1998-0070,1998-06-14,1998-06-14,1,heavy rains,NA,Wardha,Maharastra,NA,NA,NA,NA,1,NA,NA,NA,1 person died at Hinganghat,NA,IMD,NA
UEI-IMD-FL-1998-0071,1998-06-27,1998-06-28,2,heavy rains,NA,Mumbai,Maharastra,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,Rail/road traffic disrupted,IMD,NA
UEI-IMD-FL-1998-0072,1998-07-01,1998-07-02,2,heavy rains,NA,"Buldhana, Mumbai and Thane",Maharastra,NA,NA,NA,NA,14,NA,NA,NA,"13 persons died, 1 person died",Traffic disrupted due to waterlogging,IMD,NA
UEI-IMD-FL-1998-0073,1998-07-10,1998-07-10,1,heavy rains,NA,Nashik,Maharastra,NA,NA,NA,NA,9,NA,NA,NA,9 persons died,NA,IMD,NA
UEI-IMD-FL-1998-0074,1998-07-12,1998-07-12,1,heavy rains,NA,Mumbai,Maharastra,NA,NA,NA,NA,2,NA,NA,NA,2 persons died,Low lying areas submerged and traffic disrupted,IMD,NA
UEI-IMD-FL-1998-0075,1998-07-29,1998-07-30,2,heavy rains,NA,Marathwada region,Maharastra,NA,NA,NA,NA,25,NA,NA,NA,25 persons died,"i)Many houses collapsed ii)Vast areas waterlogged, traffic disrupted",IMD,NA
UEI-IMD-FL-1998-0076,1998-07-31,1998-07-31,1,heavy rains,NA,Nagpur,Maharastra,NA,NA,NA,NA,1,NA,NA,NA,1 woman died at Antri village due to house collapse,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0077,1998-08-21,1998-08-21,1,heavy rains,NA,Nagpur,Maharastra,NA,NA,NA,NA,1,NA,NA,NA,1 person died at Goregaon due to house collapse,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0078,1998-09-15,1998-09-21,7,severe floods,NA,Vidarbha and Marathwada regions,Maharastra,NA,NA,NA,NA,35,NA,NA,NA,35 persons died,i)Several houses collapsed ii)Extensive damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0079,1998-10-14,1998-10-15,2,heavy rains,NA,Ahmadnagar and Dhule,Maharastra,NA,NA,NA,NA,5,1,NA,NA,5 persons died and 1 injured,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0080,1998-10-21,1998-10-21,1,heavy rains,NA,Jalgaon and Solapur,Maharastra,NA,NA,NA,NA,11,NA,NA,NA,11 persons died,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0081,1998-09-12,1998-09-12,1,flash flood,NA,Jharsuguda,Odisha,NA,NA,NA,NA,2,NA,NA,NA,2 persons swept away,"i)Over 1,000 houses damaged",IMD,NA
UEI-IMD-FL-1998-0082,1998-09-18,1998-09-18,1,flash flood,NA,Kenderapara,Odisha,NA,NA,NA,NA,2,NA,NA,NA,2 boys died at Pottamundi,NA,IMD,NA
UEI-IMD-FL-1998-0083,1998-12-22,1998-12-23,2,heavy rains,NA,Many parts of the State,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)One lakh hectares of land affected ii)Extensive damage to rabi crop, paddy and vegetables reported",IMD,NA
UEI-IMD-FL-1998-0084,1998-02-28,1998-02-28,1,heavy rains,NA,Entire State,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rabi crop, fruits and vegetables damaged",IMD,NA
UEI-IMD-FL-1998-0085,1998-10-07,1998-10-07,1,heavy rains,NA,Bhatinda,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paddy and cotton crop worth over lakhs of rupees destroyed due to waterlogging,IMD,NA
UEI-IMD-FL-1998-0086,1998-11-16,1998-11-17,2,heavy rains,NA,Many parts of the State,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paddy and cotton crop worth over lakhs of rupees destroyed,IMD,NA
UEI-IMD-FL-1998-0087,1998-07-03,1998-07-03,1,heavy rains,NA,Bikaner and Sikar,Rajasthan,NA,NA,NA,NA,1,NA,NA,NA,1 person and a child died,NA,IMD,NA
UEI-IMD-FL-1998-0088,1998-07-13,1998-07-14,2,heavy rains,NA,Jaipur and Kota,Rajasthan,NA,NA,NA,NA,2,NA,NA,NA,2 school children swept away,6 houses collapsed,IMD,NA
UEI-IMD-FL-1998-0089,1998-08-26,1998-08-26,1,heavy rains,NA,Ajmer and Jaipur,Rajasthan,NA,NA,NA,NA,3,4,NA,NA,3 persons died and 4 injured,NA,IMD,NA
UEI-IMD-FL-1998-0090,1998-09-21,1998-09-25,5,heavy rains,NA,"Alwar, Bundi, Hanumangarh, Jaisalmer and Sawai Madhopur",Rajasthan,NA,NA,NA,NA,7,NA,NA,NA,7 persons died,Hundreds of kutcha houses damaged,IMD,NA
UEI-IMD-FL-1998-0091,1998-10-16,1998-10-17,2,heavy rains,NA,Bikaner and Jodhpur,Rajasthan,NA,NA,NA,NA,1,NA,NA,236,i)1 woman and a girl died ii)Hundreds of animals and birds died in Pokhran iii)236 goats died in Bikaner,NA,IMD,NA
UEI-IMD-FL-1998-0092,1998-05-13,1998-06-04,23,heavy rains,NA,Entire State,Sikkim,NA,NA,NA,NA,10,NA,NA,40,i)10 persons died ii)40 cattle lost,Landslides reported,IMD,NA
UEI-IMD-FL-1998-0093,1998-06-20,1998-06-20,1,heavy rains,NA,East and North Sikkim,Sikkim,NA,NA,NA,NA,NA,17,NA,NA,17 persons severely injured,i)Landslides reported ii)250 houses collapsed and 100 other partially damaged,IMD,NA
UEI-IMD-FL-1998-0094,1998-07-08,1998-07-08,1,heavy rains,NA,Entire State,Sikkim,NA,NA,NA,NA,16,1,NA,NA,16 persons died and 1 injured,Landslides reported,IMD,NA
UEI-IMD-FL-1998-0095,1998-10-11,1998-10-11,1,heavy rains,NA,Kanniyakumari,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Many canals breached ii)Crops and roads damaged,IMD,NA
UEI-IMD-FL-1998-0096,1998-11-01,1998-11-14,14,heavy rains,NA,Entire State,Tamil Nadu,NA,NA,NA,NA,82,NA,NA,NA,82 persons died,"i)322 hectares of agriculturaal land with various crops and 8,831 hecares of paddy crop damaged ii)2 Thermal Power Stations crippled iii)1532 huts damaged",IMD,NA
UEI-IMD-FL-1998-0097,1998-12-04,1998-12-12,9,heavy rains,NA,"Cuddalore, Madurai, Nagapattinam Perambalur, Thanjavur, Tiruchy, Tirunelveli and Villupuram",Tamil Nadu,NA,NA,NA,NA,28,NA,NA,NA,28 persons died,i)Standing crops in several thousand acres of land destroyed ii)Thousands of huts damaged,IMD,NA
UEI-IMD-FL-1998-0098,1998-07-15,1998-07-15,1,flash flood,NA,South Tripura,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,200 families affected ,IMD,NA
UEI-IMD-FL-1998-0099,1998-07-18,1998-07-18,1,flash flood,NA,Entire State,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900 families affected,IMD,NA
UEI-IMD-FL-1998-0100,1998-07-23,1998-07-23,1,flash flood,NA,West Tripura,Tripura,NA,NA,NA,NA,17,NA,NA,NA,17 persons died,"i)National Highway No. 44 washed away ii)Forest plantation affected iii)70,000 bighas cf land submerged",IMD,NA
UEI-IMD-FL-1998-0101,1998-06-28,1998-06-28,1,heavy rains,NA,Chamoli,Uttar Pradesh,NA,NA,NA,NA,6,NA,NA,NA,6 persons died,NA,IMD,NA
UEI-IMD-FL-1998-0102,1998-07-05,1998-07-11,7,severe floods,NA,Gorakhpur,Uttar Pradesh,NA,NA,NA,NA,2,NA,NA,NA,i)2 persosn died ii)Many animals perished,"i)Normal life disrupted ii)Several roads flooded iii)Jal Nigam office flooded iv)28 villages in Tamkuhiraj tehsil, 16 villages in Amawakhas region and 22 villages in Pipra Ghat inundated v)Standing crop in upper region and especially sugarcane in low lying areas completely destroyed",IMD,NA
UEI-IMD-FL-1998-0103,1998-07-18,1998-07-27,10,severe floods,NA,East Uttar Pradesh,Uttar Pradesh,NA,NA,NA,NA,81,NA,NA,264,i)81 persons died ii)264 cattleheads perished,"i)One lakh hectares of crop-land damaged ii)12 lakh people in 2,000 villages affected iii)317 houses fully and 918 partially damaged iv)Paddy and sugarcane crop damaged",IMD,NA
UEI-IMD-FL-1998-0104,1998-08-14,1998-08-14,1,heavy rains,NA,Chamoli,Uttar Pradesh,NA,NA,NA,NA,40,NA,NA,NA,40 persons died in a landslide at Rudraprayag,NA,IMD,NA
UEI-IMD-FL-1998-0105,1998-08-19,1998-08-19,1,heavy rains,NA,Pithoragarh,Uttar Pradesh,NA,NA,NA,NA,204,NA,NA,NA,204 pilgrims died at Malpa due to landslide,NA,IMD,NA
UEI-IMD-FL-1998-0106,1998-09-01,1998-09-06,6,severe floods,NA,East Uttar Pradesh,Uttar Pradesh,NA,NA,NA,NA,300,NA,NA,NA,Approx 300 pople died due to floods and after effects like spreading of epidemic,"i)1,20,000 population affected ii)128 houses fully and 1,260 partially damaged iii)Many villages affected iv)Crop in several hectares destroyed ",IMD,NA
